time,airliner,flight_ID,details_departure_time,details_arrival_time,details_prices_0_name,details_prices_0_price,details_prices_1_name,details_prices_1_price
2024-08-30 01:51:34,Iberia,09-09-2024_LIS-MAD_1,06:35LIS,09:00MAD,Económica,Sold Out,Business,455€
